DevOps Engineer,"Best, Walker and Miller",South Annaville,ci/cd;linux;aws;kubernetes;bash;docker;python;terraform,02-04-2025,Cloud & DevOps,$110k-$140k,Senior
Software Engineer,Myers and Sons,North Alan,microservices;spring;java;rest api;aws;kubernetes,19-03-2025,Software Engineering,$90k-$120k,Mid
Cybersecurity Specialist,"Castaneda, Fuller and Brown",Kleintown,python;network security;firewall;penetration testing;cryptography;linux;wireshark,24-06-2025,Cyber Security,$105k-$135k,Senior
Software Engineer,Craig-Richmond,Bellberg,rest api;java;docker;microservices;spring;aws,01-03-2025,Software Engineering,$90k-$120k,Mid
ML Engineer,Powers-Todd,West Jacquelineburgh,keras;deep learning;tensorflow;nlp;computer vision;pytorch;python,02-05-2025,Artificial Intelligence & Machine Learning,$130k-$160k,Senior
DevOps Engineer,"Carter, Carroll and Lester",West Ryanhaven,bash;ci/cd;python;kubernetes;terraform;jenkins;aws;linux;docker,01-06-2025,Cloud & DevOps,$110k-$140k,Senior
Senior Data Scientist,Gibson Inc,Jessicaberg,scikit-learn;numpy;python;tensorflow;statistics;sql;pandas;machine learning,27-05-2025,Data Science & Analytics,$120k-$150k,Senior
Business Analyst,Stanley-Morales,West Megan,power bi;sql;excel;agile;tableau;business analysis,20-04-2025,Business Analysis,$70k-$95k,Mid
Senior Data Scientist,"Walters, Rhodes and Owen",Owensshire,scikit-learn;sql;pandas;python;machine learning;numpy;statistics;tensorflow,10-07-2025,Data Science & Analytics,$120k-$150k,Senior
Cybersecurity Specialist,"Walsh, Edwards and Flores",West Oliviaberg,wireshark;firewall;penetration testing;python;network security;linux;cryptography,07-02-2025,Cyber Security,$105k-$135k,Senior
Cybersecurity Specialist,Stevens-Mayer,Spencerview,cryptography;wireshark;linux;python;firewall,03-08-2025,Cyber Security,$105k-$135k,Senior
Senior Data Scientist,Smith Ltd,Mooreside,numpy;sql;tensorflow;statistics;pandas,07-07-2025,Data Science & Analytics,$120k-$150k,Senior
Cybersecurity Specialist,"Fisher, Bates and Grant",North Zacharybury,penetration testing;firewall;network security;python;linux;cryptography,22-02-2025,Cyber Security,$105k-$135k,Senior
Cybersecurity Specialist,Reyes Group,Tannerstad,linux;network security;wireshark;cryptography;firewall;python;penetration testing,29-06-2025,Cyber Security,$105k-$135k,Senior
ML Engineer,"Hatfield, Baker and Christian",Lake Dannymouth,python;nlp;pytorch;tensorflow;computer vision;deep learning,18-06-2025,Artificial Intelligence & Machine Learning,$130k-$160k,Senior
DevOps Engineer,Mckee PLC,West Jennifer,ci/cd;linux;aws;jenkins;bash,28-03-2025,Cloud & DevOps,$110k-$140k,Senior
Cybersecurity Specialist,Chang Inc,North Robinborough,python;network security;linux;cryptography;wireshark;penetration testing;firewall,01-06-2025,Cyber Security,$105k-$135k,Senior
DevOps Engineer,Anthony PLC,Kaneview,linux;docker;kubernetes;bash;aws,09-03-2025,Cloud & DevOps,$110k-$140k,Senior
DevOps Engineer,"Huang, Olson and Sullivan",Brownburgh,kubernetes;aws;ci/cd;jenkins;python;docker;linux,08-04-2025,Cloud & DevOps,$110k-$140k,Senior
DevOps Engineer,"Coffey, Scott and Harris",Ingramtown,kubernetes;ci/cd;aws;linux;terraform;python;docker;jenkins,24-07-2025,Cloud & DevOps,$110k-$140k,Senior
Cybersecurity Specialist,Williamson Ltd,Maryfurt,network security;firewall;wireshark;linux;python,05-04-2025,Cyber Security,$105k-$135k,Senior
ML Engineer,Barajas PLC,Heatherland,keras;computer vision;tensorflow;pytorch;nlp,23-07-2025,Artificial Intelligence & Machine Learning,$130k-$160k,Senior
Cybersecurity Specialist,Gonzalez Inc,Sylviaville,firewall;cryptography;network security;wireshark;penetration testing;linux;python,28-04-2025,Cyber Security,$105k-$135k,Senior
ML Engineer,"Lopez, Price and Taylor",Carlosmouth,deep learning;computer vision;keras;pytorch;nlp,28-05-2025,Artificial Intelligence & Machine Learning,$130k-$160k,Senior
Cybersecurity Specialist,Jones-Love,Cookechester,wireshark;linux;network security;cryptography;firewall,19-06-2025,Cyber Security,$105k-$135k,Senior
Full Stack Developer,"Bradley, Green and Johnson",North Jeffburgh,mongodb;react;javascript;node.js;express;css;git,03-03-2025,Web Development,$85k-$110k,Mid
Job Title,Company,Location,Skills,Date Posted,Stream,Salary_Range,Experience_Level
Senior Data Scientist,Company57,San Francisco,python;sql;machine learning;pandas;numpy;scikit-learn;tensorflow;statistics,2024-05-25,Data Science & Analytics,$120k-$150k,Senior
Data Analyst,Company14,Miami,python;sql;tableau;excel;pandas;statistics;power bi;data visualization,2024-06-17,Data Science & Analytics,$85k-$115k,Mid
BI Analyst,Company30,Los Angeles,sql;tableau;excel;power bi;data modeling;business analysis,2024-07-08,Data Science & Analytics,$90k-$120k,Mid
Data Science Manager,Company72,Boston,python;machine learning;big data;leadership;sql,2024-06-21,Data Science & Analytics,$140k-$170k,Senior
Software Engineer,Company21,Portland,java;spring;microservices;docker;kubernetes;aws;git;rest api,2024-06-11,Software Engineering,$90k-$120k,Mid
Backend Developer,Company8,Chicago,python;django;postgresql;redis;docker;linux;git;rest api;microservices,2024-07-10,Software Engineering,$120k-$160k,Senior
Frontend Developer,Company33,Seattle,javascript;react;vue;css;html;webpack;sass;typescript;angular,2024-06-10,Software Engineering,$70k-$90k,Junior
Full Stack Developer,Company13,Austin,javascript;react;node.js;html;css;mongodb;rest api;git;express,2024-05-15,Software Engineering,$110k-$150k,Senior
DevOps Engineer,Company59,Denver,aws;docker;kubernetes;terraform;jenkins;linux;python;bash;ci/cd,2024-05-21,Software Engineering,$110k-$145k,Senior
ML Engineer,Company92,San Diego,python;tensorflow;pytorch;deep learning;nlp;computer vision;keras,2024-06-13,Artificial Intelligence & Machine Learning,$130k-$160k,Senior
AI Research Scientist,Company44,New York,python;tensorflow;pytorch;research;nlp;computer vision;deep learning,2024-05-24,Artificial Intelligence & Machine Learning,$110k-$150k,Mid
Deep Learning Engineer,Company81,Houston,tensorflow;pytorch;deep learning;computer vision;python;keras,2024-07-01,Artificial Intelligence & Machine Learning,$120k-$160k,Senior
Business Analyst,Company37,Philadelphia,sql;excel;tableau;agile;jira;requirements gathering;power bi;business analysis,2024-07-16,Business Analysis,$70k-$95k,Mid
Process Analyst,Company18,Detroit,sql;excel;process mapping;requirements gathering;bpmn,2024-05-31,Business Analysis,$80k-$110k,Mid
Requirement Engineer,Company47,Charlotte,requirements gathering;agile;stakeholder management;jira,2024-06-22,Business Analysis,$90k-$120k,Senior
Full Stack Developer,Company60,Phoenix,javascript;react;node.js;html;css;mongodb;rest api;git;express,2024-06-05,Web Development,$95k-$125k,Mid
Frontend Developer,Company25,San Francisco,javascript;react;vue;css;html;webpack;sass;typescript;angular,2024-05-22,Web Development,$80k-$110k,Mid
Backend Developer,Company3,Portland,python;django;postgresql;redis;docker;linux;git;rest api;microservices,2024-05-16,Web Development,$85k-$115k,Mid
Web Designer,Company49,Austin,html;css;javascript;photoshop;illustrator;ux,2024-07-19,Web Development,$70k-$95k,Junior
Cloud Architect,Company29,San Diego,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2024-06-26,Cloud & DevOps,$130k-$170k,Senior
DevOps Engineer,Company89,Houston,aws;docker;kubernetes;terraform;jenkins;linux;python;bash;ci/cd,2024-05-27,Cloud & DevOps,$120k-$150k,Senior
Site Reliability Engineer,Company68,Seattle,python;kubernetes;system monitoring;cloud;devops;automation,2024-06-03,Cloud & DevOps,$110k-$145k,Senior
Cybersecurity Specialist,Company53,Denver,network security;penetration testing;firewall;linux;python;wireshark;cryptography,2024-07-10,Cyber Security,$115k-$135k,Senior
Network Security Engineer,Company35,Los Angeles,firewall;ids;ips;vpn;tcp/ip;linux;python,2024-05-16,Cyber Security,$90k-$120k,Mid
Security Analyst,Company9,Boston,risk assessment;security policies;compliance;penetration testing,2024-05-21,Cyber Security,$85k-$110k,Mid
Product Manager,Company16,San Francisco,agile;scrum;jira;user research;product strategy;sql;analytics;roadmap,2024-05-31,Product Management,$120k-$160k,Senior
Product Owner,Company22,Philadelphia,agile;scrum;jira;stakeholder management;product backlog,2024-07-20,Product Management,$110k-$150k,Mid
Product Strategist,Company19,Houston,product vision;market research;competitive analysis;roadmap,2024-06-28,Product Management,$100k-$130k,Mid
Database Administrator,Company4,Portland,sql;mysql;postgresql;oracle;backup;recovery,2024-07-07,Database Administration,$90k-$120k,Mid
Data Warehouse Manager,Company76,New York,sql;data modeling;etl;big data;analysis,2024-05-23,Database Administration,$110k-$150k,Senior
UI/UX Designer,Company7,Phoenix,figma;sketch;adobe xd;user research;wireframing;prototyping;css;html,2024-06-02,Design & UI/UX,$85k-$115k,Mid
Product Designer,Company62,Boston,figma;adobe xd;prototyping;wireframing;user research;illustrator,2024-06-20,Design & UI/UX,$90k-$120k,Mid
Graphic Designer,Company97,Dallas,photoshop;illustrator;graphic design;branding;typography,2024-07-18,Design & UI/UX,$70k-$95k,Junior
QA Engineer,Company66,Detroit,selenium;junit;testng;automation;jira;bug tracking;manual testing,2024-05-30,Quality Assurance,$90k-$120k,Mid
Test Automation Engineer,Company39,Portland,selenium;cypress;junit;automation;api testing,2024-06-18,Quality Assurance,$100k-$130k,Mid
Manual Tester,Company48,San Diego,manual testing;test cases;bug reporting;jira,2024-07-10,Quality Assurance,$60k-$80k,Junior
Data Engineer,Company61,Charlotte,python;spark;kafka;airflow;sql;etl;data warehousing;big data,2024-06-28,Data Engineering,$120k-$150k,Senior
ETL Developer,Company63,San Francisco,etl;sql;informatica;data warehousing;python,2024-05-22,Data Engineering,$80k-$110k,Mid
Big Data Engineer,Company45,Chicago,hadoop;spark;hive;kafka;java;python;scala,2024-07-11,Data Engineering,$100k-$130k,Mid
Systems Administrator,Company42,Houston,linux;windows server;networking;active directory;virtualization;monitoring,2024-05-25,IT Infrastructure,$110k-$150k,Senior
Network Administrator,Company20,Miami,cisco;networking;firewall;routing;switching;tcp/ip,2024-06-08,IT Infrastructure,$70k-$90k,Junior
Network Engineer,Company75,Denver,cisco;networking;routing;switching;firewall;network security;tcp/ip,2024-05-18,Network Engineering,$110k-$150k,Senior
Telecommunications Engineer,Company80,Phoenix,telecom networks;voip;routing;switching;hardware,2024-07-13,Network Engineering,$80k-$110k,Mid
Mobile Developer,Company27,Los Angeles,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2024-05-29,Mobile App Development,$95k-$125k,Mid
iOS Developer,Company58,Boston,swift;objective-c;ios;xcode;iphone;mobile development,2024-05-25,Mobile App Development,$90k-$120k,Mid
Android Developer,Company5,San Diego,java;kotlin;android;mobile development;android studio,2024-07-07,Mobile App Development,$80k-$110k,Mid
Technical Writer,Company32,New York,documentation;technical writing;editing;manuals;api docs,2024-06-20,Technical Writing,$80k-$110k,Mid
Documentation Specialist,Company53,Chicago,manuals;editing;technical writing;documentation management,2024-06-18,Technical Writing,$65k-$85k,Junior
Sales Manager,Company88,Portland,sales strategy;account management;crm;customer relationships,2024-07-01,Sales & Marketing,$120k-$160k,Senior
Marketing Specialist,Company89,San Francisco,digital marketing;seo;content marketing;social media,2024-07-11,Sales & Marketing,$80k-$110k,Mid
Digital Marketing Analyst,Company6,Denver,seo;analytics;ppc;paid media;google ads,2024-06-30,Sales & Marketing,$85k-$115k,Mid
HR Manager,Company26,Dallas,talent management;recruitment;employee relations;hr policies,2024-05-29,Human Resources,$100k-$130k,Mid
Recruiter,Company44,Austin,applicant tracking;interviewing;candidate sourcing;job postings,2024-06-11,Human Resources,$70k-$90k,Junior
Talent Acquisition Specialist,Company19,Philadelphia,recruitment;employer branding;talent sourcing;hr analytics,2024-06-02,Human Resources,$110k-$150k,Senior
Customer Support Specialist,Company10,Miami,customer service;crm;technical support;problem solving,2024-07-02,Customer Support,$70k-$95k,Junior
Technical Support Engineer,Company22,Chicago,help desk;troubleshooting;hardware;software;customer service,2024-05-24,Customer Support,$80k-$110k,Mid
Financial Analyst,Company15,New York,financial modeling;budgeting;forecasting;excel;analysis,2024-06-15,Finance,$80k-$110k,Mid
Accountant,Company95,Seattle,accounting;reconciliation;tax preparation;financial reporting,2024-05-22,Finance,$90k-$120k,Mid
Controller,Company90,Portland,financial controls;accounting;budgeting;compliance,2024-05-29,Finance,$110k-$150k,Senior
Job Title,Company,Location,Skills,Date Posted,Stream,Salary_Range,Experience_Level
Senior Data Scientist,Company33,Chicago,python;sql;machine learning;pandas;numpy;scikit-learn;tensorflow;statistics,2024-07-16,Data Science & Analytics,$120k-$160k,Senior
Data Analyst,Company87,Dallas,python;sql;tableau;excel;pandas;statistics;power bi;data visualization,2024-06-13,Data Science & Analytics,$80k-$110k,Mid
BI Analyst,Company94,Boston,sql;tableau;excel;power bi;data modeling;business analysis,2024-07-04,Data Science & Analytics,$85k-$115k,Mid
Data Science Manager,Company56,Seattle,python;machine learning;big data;leadership;sql,2024-07-15,Data Science & Analytics,$140k-$170k,Senior
Software Engineer,Company58,Los Angeles,java;spring;microservices;docker;kubernetes;aws;git;rest api,2024-06-19,Software Engineering,$90k-$120k,Mid
Backend Developer,Company93,San Diego,python;django;postgresql;redis;docker;linux;git;rest api;microservices,2024-07-17,Software Engineering,$120k-$150k,Senior
Frontend Developer,Company16,Austin,javascript;react;vue;css;html;webpack;sass;typescript;angular,2024-06-12,Software Engineering,$80k-$110k,Mid
Full Stack Developer,Company87,San Francisco,javascript;react;node.js;html;css;mongodb;rest api;git;express,2024-06-23,Software Engineering,$95k-$125k,Mid
DevOps Engineer,Company21,Houston,aws;docker;kubernetes;terraform;jenkins;linux;python;bash;ci/cd,2024-06-04,Software Engineering,$130k-$170k,Senior
ML Engineer,Company62,Denver,python;tensorflow;pytorch;deep learning;nlp;computer vision;keras,2024-05-15,Artificial Intelligence & Machine Learning,$110k-$150k,Mid
AI Research Scientist,Company64,Charlotte,python;tensorflow;pytorch;research;nlp;computer vision;deep learning,2024-05-21,Artificial Intelligence & Machine Learning,$120k-$160k,Senior
Deep Learning Engineer,Company43,Miami,tensorflow;pytorch;deep learning;computer vision;python;keras,2024-07-13,Artificial Intelligence & Machine Learning,$130k-$170k,Senior
Business Analyst,Company54,Boston,sql;excel;tableau;agile;jira;requirements gathering;power bi;business analysis,2024-07-17,Business Analysis,$90k-$120k,Mid
Process Analyst,Company80,Chicago,sql;excel;process mapping;requirements gathering;bpmn,2024-06-23,Business Analysis,$80k-$110k,Mid
Requirement Engineer,Company92,San Francisco,requirements gathering;agile;stakeholder management;jira,2024-05-29,Business Analysis,$100k-$130k,Senior
Full Stack Developer,Company77,Seattle,javascript;react;node.js;html;css;mongodb;rest api;git;express,2024-06-17,Web Development,$85k-$115k,Mid
Frontend Developer,Company93,Dallas,javascript;react;vue;css;html;webpack;sass;typescript;angular,2024-06-09,Web Development,$70k-$95k,Junior
Backend Developer,Company45,San Diego,python;django;postgresql;redis;docker;linux;git;rest api;microservices,2024-05-23,Web Development,$95k-$125k,Mid
Web Designer,Company53,Portland,html;css;javascript;photoshop;illustrator;ux,2024-05-25,Web Development,$80k-$110k,Mid
Cloud Architect,Company84,Denver,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2024-07-08,Cloud & DevOps,$130k-$170k,Senior
DevOps Engineer,Company57,Boston,aws;docker;kubernetes;terraform;jenkins;linux;python;bash;ci/cd,2024-05-29,Cloud & DevOps,$110k-$145k,Senior
Site Reliability Engineer,Company97,San Francisco,python;kubernetes;system monitoring;cloud;devops;automation,2024-07-01,Cloud & DevOps,$120k-$150k,Senior
Cybersecurity Specialist,Company20,Austin,network security;penetration testing;firewall;linux;python;wireshark;cryptography,2024-06-30,Cyber Security,$105k-$135k,Senior
Network Security Engineer,Company32,Los Angeles,firewall;ids;ips;vpn;tcp/ip;linux;python,2024-06-08,Cyber Security,$120k-$160k,Senior
Security Analyst,Company99,New York,risk assessment;security policies;compliance;penetration testing,2024-05-28,Cyber Security,$120k-$150k,Senior
Product Manager,Company86,Miami,agile;scrum;jira;user research;product strategy;sql;analytics;roadmap,2024-06-14,Product Management,$80k-$110k,Mid
Product Owner,Company96,Seattle,agile;scrum;jira;stakeholder management;product backlog,2024-06-15,Product Management,$120k-$160k,Senior
Product Strategist,Company23,Portland,product vision;market research;competitive analysis;roadmap,2024-06-24,Product Management,$85k-$110k,Mid
Database Administrator,Company10,Charlotte,sql;mysql;postgresql;oracle;backup;recovery,2024-07-11,Database Administration,$80k-$110k,Mid
Data Warehouse Manager,Company90,Phoenix,sql;data modeling;etl;big data;analysis,2024-07-20,Database Administration,$110k-$150k,Senior
UI/UX Designer,Company43,Boston,figma;sketch;adobe xd;user research;wireframing;prototyping;css;html,2024-07-19,Design & UI/UX,$100k-$130k,Mid
Product Designer,Company61,Denver,figma;adobe xd;prototyping;wireframing;user research;illustrator,2024-05-24,Design & UI/UX,$120k-$160k,Senior
Graphic Designer,Company79,New York,photoshop;illustrator;graphic design;branding;typography,2024-06-22,Design & UI/UX,$70k-$95k,Junior
QA Engineer,Company74,Houston,selenium;junit;testng;automation;jira;bug tracking;manual testing,2024-06-01,Quality Assurance,$80k-$110k,Mid
Test Automation Engineer,Company12,Seattle,selenium;cypress;junit;automation;api testing,2024-06-28,Quality Assurance,$90k-$120k,Mid
Manual Tester,Company5,San Diego,manual testing;test cases;bug reporting;jira,2024-06-03,Quality Assurance,$70k-$95k,Junior
Data Engineer,Company35,Chicago,python;spark;kafka;airflow;sql;etl;data warehousing;big data,2024-06-25,Data Engineering,$85k-$115k,Mid
ETL Developer,Company15,Houston,etl;sql;informatica;data warehousing;python,2024-07-13,Data Engineering,$120k-$150k,Senior
Big Data Engineer,Company66,Boston,hadoop;spark;hive;kafka;java;python;scala,2024-07-17,Data Engineering,$110k-$150k,Senior
Systems Administrator,Company28,San Francisco,linux;windows server;networking;active directory;virtualization;monitoring,2024-06-22,IT Infrastructure,$70k-$90k,Junior
Network Administrator,Company91,Houston,cisco;networking;firewall;routing;switching;tcp/ip,2024-07-06,IT Infrastructure,$110k-$150k,Senior
Network Engineer,Company3,Miami,cisco;networking;routing;switching;firewall;network security;tcp/ip,2024-05-16,Network Engineering,$70k-$95k,Junior
Telecommunications Engineer,Company19,Chicago,telecom networks;voip;routing;switching;hardware,2024-07-09,Network Engineering,$85k-$115k,Mid
Mobile Developer,Company25,Portland,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2024-07-08,Mobile App Development,$95k-$125k,Mid
iOS Developer,Company48,Denver,swift;objective-c;ios;xcode;iphone;mobile development,2024-07-20,Mobile App Development,$120k-$150k,Senior
Android Developer,Company58,Phoenix,java;kotlin;android;mobile development;android studio,2024-06-17,Mobile App Development,$90k-$120k,Mid
Technical Writer,Company7,Boston,documentation;technical writing;editing;manuals;api docs,2024-07-04,Technical Writing,$80k-$110k,Mid
Documentation Specialist,Company41,Los Angeles,manuals;editing;technical writing;documentation management,2024-05-24,Technical Writing,$90k-$120k,Mid
Sales Manager,Company36,Charlotte,sales strategy;account management;crm;customer relationships,2024-05-08,Sales & Marketing,$120k-$150k,Senior
Marketing Specialist,Company18,San Diego,digital marketing;seo;content marketing;social media,2024-07-18,Sales & Marketing,$100k-$130k,Mid
Digital Marketing Analyst,Company92,Miami,seo;analytics;ppc;paid media;google ads,2024-05-17,Sales & Marketing,$70k-$95k,Junior
HR Manager,Company78,Denver,talent management;recruitment;employee relations;hr policies,2024-07-16,Human Resources,$110k-$150k,Senior
Recruiter,Company70,Portland,applicant tracking;interviewing;candidate sourcing;job postings,2024-06-23,Human Resources,$90k-$120k,Mid
Talent Acquisition Specialist,Company74,San Francisco,recruitment;employer branding;talent sourcing;hr analytics,2024-06-11,Human Resources,$85k-$110k,Mid
Customer Support Specialist,Company15,Los Angeles,customer service;crm;technical support;problem solving,2024-06-21,Customer Support,$80k-$110k,Mid
Technical Support Engineer,Company68,Boston,help desk;troubleshooting;hardware;software;customer service,2024-07-17,Customer Support,$70k-$95k,Junior
Financial Analyst,Company67,San Diego,financial modeling;budgeting;forecasting;excel;analysis,2024-06-17,Finance,$120k-$150k,Senior
Accountant,Company80,Seattle,accounting;reconciliation;tax preparation;financial reporting,2024-05-26,Finance,$80k-$110k,Mid
Controller,Company17,Portland,financial controls;accounting;budgeting;compliance,2024-07-16,Finance,$140k-$170k,Senior
Frontend Developer,Company130,Memphis,javascript;react;vue;css;html;webpack;sass;typescript;angular,2025-07-31,Software Engineering,$110k-$150k,Senior
Process Analyst,Company139,Houston,sql;excel;process mapping;requirements gathering;bpmn,2025-07-11,Business Analysis,$120k-$160k,Senior
Telecommunications Engineer,Company149,Baltimore,telecom networks;voip;routing;switching;hardware,2025-06-26,Network Engineering,$130k-$170k,Senior
Cloud Architect,Company125,Detroit,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2025-05-19,Cloud & DevOps,$60k-$80k,Junior
Site Reliability Engineer,Company150,Baltimore,python;kubernetes;system monitoring;cloud;devops;automation,2025-07-22,Cloud & DevOps,$80k-$110k,Mid
Marketing Specialist,Company125,Philadelphia,digital marketing;seo;content marketing;social media,2025-05-13,Sales & Marketing,$110k-$150k,Senior
Customer Support Specialist,Company111,El Paso,customer service;crm;technical support;problem solving,2025-06-11,Customer Support,$60k-$80k,Junior
Deep Learning Engineer,Company138,Houston,tensorflow;pytorch;deep learning;computer vision;python;keras,2025-05-19,Artificial Intelligence & Machine Learning,$110k-$150k,Senior
Accountant,Company122,Memphis,accounting;reconciliation;tax preparation;financial reporting,2025-07-13,Finance,$130k-$170k,Senior
Mobile Developer,Company150,Memphis,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2025-05-13,Mobile App Development,$60k-$80k,Junior
Technical Support Engineer,Company112,Tucson,help desk;troubleshooting;hardware;software;customer service,2025-05-16,Customer Support,$90k-$120k,Mid
Talent Acquisition Specialist,Company132,Memphis,recruitment;employer branding;talent sourcing;hr analytics,2025-07-01,Human Resources,$65k-$85k,Junior
Full Stack Developer,Company150,Philadelphia,javascript;react;node.js;html;css;mongodb;rest api;git;express,2025-06-21,Software Engineering,$90k-$120k,Mid
Full Stack Developer,Company110,Tucson,javascript;react;node.js;html;css;mongodb;rest api;git;express,2025-06-15,Web Development,$130k-$170k,Senior
Requirement Engineer,Company129,Tucson,requirements gathering;agile;stakeholder management;jira,2025-05-11,Business Analysis,$120k-$160k,Senior
Full Stack Developer,Company109,Houston,javascript;react;node.js;html;css;mongodb;rest api;git;express,2025-06-19,Web Development,$60k-$80k,Junior
Requirement Engineer,Company117,Milwaukee,requirements gathering;agile;stakeholder management;jira,2025-06-19,Business Analysis,$120k-$160k,Senior
Systems Administrator,Company106,Columbus,linux;windows server;networking;active directory;virtualization;monitoring,2025-08-01,IT Infrastructure,$110k-$150k,Senior
Systems Administrator,Company126,El Paso,linux;windows server;networking;active directory;virtualization;monitoring,2025-07-22,IT Infrastructure,$130k-$170k,Senior
Technical Support Engineer,Company123,Houston,help desk;troubleshooting;hardware;software;customer service,2025-06-20,Customer Support,$90k-$120k,Mid
Product Owner,Company120,Baltimore,agile;scrum;jira;stakeholder management;product backlog,2025-07-09,Product Management,$80k-$110k,Mid
AI Research Scientist,Company119,Memphis,python;tensorflow;pytorch;research;nlp;computer vision;deep learning,2025-06-10,Artificial Intelligence & Machine Learning,$120k-$160k,Senior
Business Analyst,Company122,Milwaukee,sql;excel;tableau;agile;jira;requirements gathering;power bi;business analysis,2025-07-23,Business Analysis,$90k-$120k,Mid
Network Security Engineer,Company121,Albuquerque,firewall;ids;ips;vpn;tcp/ip;linux;python,2025-07-22,Cyber Security,$120k-$160k,Senior
QA Engineer,Company123,Tucson,selenium;junit;testng;automation;jira;bug tracking;manual testing,2025-06-15,Quality Assurance,$80k-$110k,Mid
Product Strategist,Company110,Detroit,product vision;market research;competitive analysis;roadmap,2025-07-19,Product Management,$100k-$130k,Mid
Mobile Developer,Company107,Columbus,swift;kotlin;react native;ios;android;api;xcode;flutter;dart,2025-06-08,Mobile App Development,$85k-$115k,Mid
Manual Tester,Company133,El Paso,manual testing;test cases;bug reporting;jira,2025-06-22,Quality Assurance,$60k-$80k,Junior
Data Science Manager,Company107,Houston,python;machine learning;big data;leadership;sql,2025-06-18,Data Science & Analytics,$140k-$170k,Senior
Backend Developer,Company124,Memphis,python;django;postgresql;redis;docker;linux;git;rest api;microservices,2025-07-18,Web Development,$120k-$160k,Senior
ETL Developer,Company111,Philadelphia,etl;sql;informatica;data warehousing;python,2025-07-02,Data Engineering,$120k-$150k,Senior
Talent Acquisition Specialist,Company114,Detroit,recruitment;employer branding;talent sourcing;hr analytics,2025-07-17,Human Resources,$85k-$110k,Mid
Big Data Engineer,Company138,Columbus,hadoop;spark;hive;kafka;java;python;scala,2025-06-11,Data Engineering,$110k-$150k,Senior
Systems Administrator,Company121,Baltimore,linux;windows server;networking;active directory;virtualization;monitoring,2025-06-24,IT Infrastructure,$80k-$110k,Mid
Full Stack Developer,Company109,Tucson,javascript;react;node.js;html;css;mongodb;rest api;git;express,2025-08-02,Web Development,$130k-$170k,Senior
Graphic Designer,Company112,Milwaukee,photoshop;illustrator;graphic design;branding;typography,2025-06-16,Design & UI/UX,$70k-$95k,Junior
Documentation Specialist,Company125,Tucson,manuals;editing;technical writing;documentation management,2025-07-05,Technical Writing,$90k-$120k,Mid
Product Designer,Company108,Memphis,figma;adobe xd;prototyping;wireframing;user research;illustrator,2025-06-14,Design & UI/UX,$120k-$160k,Senior
DevOps Engineer,Company117,Memphis,aws;docker;kubernetes;terraform;jenkins;linux;python;bash;ci/cd,2025-07-19,Cloud & DevOps,$130k-$170k,Senior
Network Engineer,Company116,El Paso,cisco;networking;routing;switching;firewall;network security;tcp/ip,2025-06-09,Network Engineering,$100k-$130k,Mid
iOS Developer,Company116,Houston,swift;objective-c;ios;xcode;iphone;mobile development,2025-06-06,Mobile App Development,$120k-$150k,Senior
Sales Manager,Company120,Albuquerque,sales strategy;account management;crm;customer relationships,2025-07-01,Sales & Marketing,$120k-$150k,Senior
Recruiter,Company139,Detroit,applicant tracking;interviewing;candidate sourcing;job postings,2025-06-18,Human Resources,$90k-$120k,Mid
Financial Analyst,Company115,Tucson,financial modeling;budgeting;forecasting;excel;analysis,2025-06-28,Finance,$80k-$110k,Mid
Cloud Architect,Company144,El Paso,aws;azure;gcp;kubernetes;terraform;microservices;docker;serverless,2025-07-18,Cloud & DevOps,$120k-$150k,Senior
Web Designer,Company120,Memphis,html;css;javascript;photoshop;illustrator;ux,2025-07-16,Web Development,$70k-$95k,Junior
Controller,Company136,Houston,financial controls;accounting;budgeting;compliance,2025-07-10,Finance,$140k-$170k,Senior
Telecommunications Engineer,Company114,Baltimore,telecom networks;voip;routing;switching;hardware,2025-07-29,Network Engineering,$130k-$170k,Senior
Test Automation Engineer,Company132,Detroit,selenium;cypress;junit;automation;api testing,2025-06-28,Quality Assurance,$120k-$160k,Senior
Security Analyst,Company111,Columbus,risk assessment;security policies;compliance;penetration testing,2025-06-15,Cyber Security,$80k-$110k,Mid
HR Manager,Company130,Memphis,talent management;recruitment;employee relations;hr policies,2025-06-29,Human Resources,$110k-$150k,Senior
Data Engineer,Company121,Houston,python;spark;kafka;airflow;sql;etl;data warehousing;big data,2025-06-13,Data Engineering,$85k-$115k,Mid
Manual Tester,Company141,Baltimore,manual testing;test cases;bug reporting;jira,2025-07-13,Quality Assurance,$65k-$85k,Junior
Financial Analyst,Company126,Tucson,financial modeling;budgeting;forecasting;excel;analysis,2025-07-01,Finance,$120k-$150k,Senior
Technical Writer,Company150,Detroit,documentation;technical writing;editing;manuals;api docs,2025-07-04,Technical Writing,$110k-$150k,Senior
Sales Manager,Company112,Milwaukee,sales strategy;account management;crm;customer relationships,2025-07-20,Sales & Marketing,$130k-$170k,Senior
